Cb,L,B,T,GMT,Wt,Disp,Excess
[0.3551339],[36.51680231],[4.74901639],[2.08102809],[1.23885017],[179.14070701],[128.16412658],[-50.97658043]
[0.3555686],[47.87431245],[9.41749907],[4.77036631],[1.99705665],[405.46296177],[764.73905666],[359.27609489]
[0.42663311],[35.11690994],[10.13938376],[3.31984173],[3.18227153],[561.31068681],[504.31256359],[-56.99812322]
[0.5329385],[36.7309464],[10.50836082],[3.81852742],[2.23908247],[450.06722581],[785.48899316],[335.42176735]
[0.34137675],[48.89752288],[7.81271633],[4.99661554],[1.20618811],[359.58834152],[651.6265826],[292.03824109]
[0.47221447],[44.22419464],[3.13181497],[3.04768034],[-0.12670544],[198.75764625],[199.32636051],[0.56871426]
[0.32927949],[44.33212816],[8.02493319],[3.11441298],[2.65852408],[280.78257151],[364.83869189],[84.05612038]
[0.35571477],[42.51059372],[10.93853101],[3.21657356],[4.65349393],[344.72078846],[532.04890551],[187.32811705]
[0.55036065],[28.41548396],[8.45180126],[3.30369986],[1.52874585],[346.86460138],[436.6689293],[89.80432792]
[0.48967196],[25.98886353],[5.73434731],[4.46438179],[0.0549058],[727.71965359],[325.79006865],[-401.92958494]
[0.39570908],[36.14176552],[5.66491113],[2.79104944],[1.07997382],[203.67527032],[226.12366276],[22.44839244]
[0.38238243],[27.77324638],[11.93588861],[2.56239097],[6.76830054],[269.03753958],[324.80651494],[55.76897536]
[0.48624399],[46.84445545],[6.90658832],[4.37421565],[0.45972227],[471.4623911],[688.13904019],[216.67664909]
[0.40906186],[34.32542356],[9.23901283],[2.21845528],[4.3715004],[302.17987397],[287.79360973],[-14.38626424]
[0.46454454],[35.92882346],[5.49292594],[2.76015677],[0.78606404],[248.92791074],[253.05087855],[4.12296781]
[0.53332123],[39.3575255],[6.18721746],[4.03057344],[0.2338171],[299.49592934],[523.45442145],[223.95849211]
[0.44950493],[41.38125498],[5.39458941],[4.59751739],[0.037189],[364.11027318],[461.33870252],[97.22842934]
[0.56038846],[37.35783842],[11.4140045],[4.27525506],[2.17674088],[564.15618516],[1021.57672888],[457.42054372]
[0.34056381],[29.35330587],[7.16155726],[2.07658921],[3.22236102],[186.5590369],[148.66665719],[-37.89237971]
[0.5230318],[37.62414846],[8.07825147],[3.27726526],[1.46112541],[314.53494641],[520.98322501],[206.4482786]
[0.53878747],[44.96789123],[7.17093849],[4.29881839],[0.41857526],[361.41193479],[746.87015939],[385.4582246]
[0.35625745],[35.7413043],[4.50291733],[4.05868889],[0.24479937],[201.50839176],[232.70948591],[31.20109415]
[0.49034655],[48.9951364],[9.83359845],[3.64746483],[2.2340213],[575.56287189],[861.70710823],[286.14423634]
[0.4681184],[38.01152181],[6.5620805],[3.45935339],[0.83412883],[355.43325358],[403.93125359],[48.49800001]
[0.53605722],[48.9088346],[10.02400834],[2.2382824],[4.1216487],[351.9534237],[588.24028504],[236.28686134]
[0.3493035],[45.80555797],[9.59232582],[4.3964801],[2.40144615],[372.87908875],[674.76127715],[301.8821884]
[0.38272047],[25.1977534],[7.61740022],[4.60765748],[1.05737607],[268.32743816],[338.47802371],[70.15058554]
[0.55609544],[29.7918829],[11.73656285],[3.87568264],[2.77211785],[575.46918997],[753.592256],[178.12306602]
[0.51488327],[32.07386365],[10.93474014],[4.53992135],[1.93746121],[582.18941546],[819.81687833],[237.62746287]
[0.38139752],[45.83907828],[5.94785902],[4.61313739],[0.43639436],[278.27130857],[479.70118554],[201.42987696]
[0.58879765],[49.15375325],[5.97618735],[4.9197399],[-0.28946138],[375.06876197],[850.92072065],[475.85195868]
[0.43037101],[27.1766438],[11.17354914],[2.94434067],[4.54339779],[732.73302136],[384.78490855],[-347.94811281]
[0.45062103],[47.42374934],[10.15915491],[2.17277067],[5.05381512],[363.17979076],[471.71405836],[108.53426759]
[0.50764082],[28.55314536],[5.12982879],[2.08030138],[0.96574151],[179.28851098],[154.68194493],[-24.60656605]
[0.34782244],[46.80001769],[3.59870775],[3.62477831],[0.12412999],[210.00619253],[212.33991522],[2.33372269]
[0.45199676],[30.6314653],[7.17354757],[2.99518105],[1.4941086],[378.2657055],[297.48163018],[-80.78407532]
[0.49178844],[30.16053901],[3.54807369],[3.50301761],[-0.19474952],[236.80444943],[184.35391654],[-52.45053289]
[0.40519996],[40.71632798],[6.98561803],[3.53997649],[1.22623433],[339.56920901],[407.98407526],[68.41486625]
[0.43141989],[32.35275466],[6.04364006],[3.83798324],[0.5718969],[387.44291627],[323.75247089],[-63.69044538]
[0.5258486],[47.05768791],[8.11060418],[4.64920619],[0.61834868],[439.63625149],[933.08954856],[493.45329707]
[0.38300268],[34.1000886],[3.82900142],[3.7175217],[0.06236233],[180.8731496],[185.90726543],[5.03411582]
[0.46031772],[41.0097637],[7.55148702],[3.92311651],[1.02309406],[454.85454945],[559.25342046],[104.39887101]
[0.44411002],[44.64110693],[6.54888313],[3.34287284],[0.97963512],[318.09097901],[434.02287632],[115.9318973]
[0.57694878],[42.51614329],[6.75963953],[3.13551563],[0.79092136],[288.31944762],[519.90456402],[231.5851164]
[0.46780951],[43.89990438],[6.29434807],[2.11747566],[1.73488355],[242.9707324],[273.71702208],[30.74628967]
[0.54097108],[47.78641159],[9.72027096],[4.79291133],[1.09892498],[545.48228574],[1204.35975874],[658.87747301]
[0.31541081],[29.2782936],[10.39497892],[2.32743241],[6.62927614],[231.25703695],[223.42050315],[-7.83653381]
[0.41862293],[26.48865404],[9.56986644],[2.28734377],[4.46289413],[386.97053357],[242.7281892],[-144.24234437]
[0.38039776],[36.00227263],[4.73730191],[4.69999991],[0.06100449],[219.61517394],[304.92763243],[85.31245849]
[0.42797881],[48.87652282],[11.15682846],[2.95231414],[4.53650112],[490.0496882],[689.01058829],[198.96090009]
[0.41317426],[41.94661178],[9.64935195],[3.37409894],[2.87294071],[459.79006021],[564.26889169],[104.47883148]
[0.32095896],[35.65697712],[10.50042111],[3.12391385],[4.84919029],[289.2456252],[375.40477333],[86.15914813]
[0.43421824],[32.7907043],[4.05784066],[3.90522227],[-0.06284536],[256.8845163],[225.63140834],[-31.25310796]
[0.4991724],[30.20305568],[5.99646146],[3.30890832],[0.5925049],[393.17778245],[299.14464206],[-94.03314039]
[0.39331885],[34.49718802],[9.35002767],[2.2906596],[4.47313869],[238.6058668],[290.60421137],[51.99834456]
[0.49362833],[34.5728769],[11.52450886],[3.86626127],[3.01504363],[1055.79341763],[760.41245908],[-295.38095855]
[0.53716605],[42.93990334],[3.16709474],[4.33517756],[-0.55507232],[216.59562328],[316.69234517],[100.09672189]
[0.41178464],[45.90515228],[10.19644306],[3.6527227],[2.95096784],[516.86591308],[704.03942515],[187.17351206]
[0.31502821],[39.00274068],[8.71278412],[3.77817067],[2.64404629],[288.40863632],[404.46700114],[116.05836483]
[0.43214035],[39.47495027],[10.53189616],[4.01942159],[2.65051724],[711.77719588],[722.13190982],[10.35471394]
[0.57402367],[46.90534849],[7.29946508],[3.30560434],[0.91465599],[332.41602911],[649.67188067],[317.25585155]
[0.52260652],[32.97641669],[9.99941509],[4.65614005],[1.37936927],[542.86829974],[802.37781834],[259.5095186]
[0.3246908],[30.41211946],[9.02392975],[3.52219808],[3.01314918],[256.50543951],[313.85290154],[57.34746204]
[0.4753551],[43.46542338],[3.73167801],[3.60402846],[-0.14988579],[229.20066123],[277.87818128],[48.67752005]
[0.46373557],[40.57347095],[11.83355782],[3.89655502],[3.38885947],[851.08701841],[867.57838271],[16.4913643]
[0.34757056],[46.530792],[11.37913314],[4.19463767],[3.79275672],[424.63352394],[771.94625453],[347.31273059]
[0.5212199],[29.29789393],[6.61041797],[3.61028763],[0.6073063],[291.45704677],[364.44174572],[72.98469895]
[0.33802758],[31.58459996],[4.8918239],[4.37521096],[0.34664796],[203.23940936],[228.50585003],[25.26644067]
[0.50819695],[40.85804984],[6.53591225],[4.38238583],[0.26709668],[325.52513459],[594.73913089],[269.2139963]
[0.53828175],[41.69954918],[8.695754],[4.06577961],[1.13006283],[402.36811023],[793.58251756],[391.21440732]
[0.44661554],[38.61991025],[9.46415474],[4.77662016],[1.43436905],[865.42971776],[779.73608613],[-85.69363163]
[0.40994665],[25.73420096],[6.7184606],[3.89817693],[0.89101796],[563.40874426],[276.2926596],[-287.11608466]
[0.45537176],[26.53679907],[6.31531831],[4.01270858],[0.51314201],[597.05678821],[306.22983387],[-290.82695433]
[0.41159402],[29.86736702],[7.81934274],[4.9659265],[0.83219049],[938.60827538],[477.34956701],[-461.25870837]
[0.39748912],[39.01986728],[3.54002998],[3.49657764],[0.00645854],[187.4640376],[191.98228093],[4.51824333]
[0.4836476],[40.42609725],[10.33045115],[4.117007],[2.12998792],[802.39924843],[831.55646948],[29.15722106]
[0.39005511],[27.75309296],[9.68138159],[4.98318723],[1.75268421],[358.29416148],[522.25416235],[163.96000087]
[0.43659722],[25.22578217],[7.25563684],[4.42387942],[0.74627247],[935.13204428],[353.51221654],[-581.61982775]
[0.31550298],[29.3335345],[8.58855528],[3.98534283],[2.38985838],[259.11208599],[316.77701841],[57.66493242]
[0.35150748],[43.2309907],[8.56104032],[4.80442867],[1.5736092],[342.95386557],[625.02594885],[282.07208329]
[0.39601222],[41.63633624],[7.11893766],[3.43067617],[1.40529368],[263.91697382],[402.69479237],[138.77781855]
[0.45676798],[33.2467691],[10.75469395],[3.85311113],[2.78420868],[945.31838646],[629.29558645],[-316.02280001]
[0.46600501],[45.15712363],[5.20718205],[2.81664797],[0.62876543],[247.96050799],[308.63998571],[60.67947772]
[0.40689415],[39.83244547],[8.82839093],[4.19567283],[1.71625408],[549.70644621],[600.3459522],[50.63950599]
[0.31457202],[43.74818936],[10.73725094],[3.46904395],[4.60838809],[351.49194634],[512.60529058],[161.11334425]
[0.33379228],[28.02559544],[6.52563808],[2.29407493],[2.39898925],[180.36911371],[140.0431019],[-40.3260118]
[0.55248302],[39.93777702],[9.09630446],[3.58063296],[1.6163697],[382.15368703],[718.66685879],[336.51317176]
[0.44861384],[26.72869913],[9.78369696],[3.24144366],[2.87414913],[775.10650752],[380.26990482],[-394.8366027]
[0.31523462],[45.96363423],[11.86846648],[3.48704476],[5.650365],[397.42952748],[599.65353959],[202.2240121]
[0.31623778],[39.79076354],[10.73382241],[4.07084252],[3.81228357],[351.68764823],[549.83798544],[198.15033721]
[0.32541779],[40.03511431],[8.84061158],[2.2397526],[4.80815067],[251.4177084],[257.96733569],[6.54962729]
[0.58187035],[29.32636437],[4.42625529],[2.10341258],[0.4780671],[175.39548577],[158.87127572],[-16.52421005]
[0.48824636],[42.50887093],[8.85099403],[3.00548866],[2.30238576],[415.73477051],[552.11013785],[136.37536733]
[0.56182495],[43.54469422],[5.28683595],[2.13883531],[0.87242124],[218.81285572],[276.6364794],[57.82362368]
[0.4944074],[38.11090099],[8.64344411],[2.87191799],[2.28869481],[409.01513119],[467.72764382],[58.71251263]
[0.40772715],[40.57758742],[8.01279228],[2.05923974],[3.51834797],[262.9548683],[272.98994524],[10.03507693]
[0.57657089],[26.9639069],[5.96292146],[2.37060717],[0.98226084],[207.56730027],[219.76281494],[12.19551467]
[0.31600522],[39.76184683],[7.71539791],[2.55335153],[3.20888788],[239.21108679],[247.53108593],[8.31999914]
[0.45515937],[39.25150447],[3.05082556],[2.81935884],[-0.05286496],[183.01758882],[153.66944627],[-29.34814256]
[0.58107421],[48.50125125],[10.70278046],[2.78825658],[3.39069086],[419.43804842],[841.03466817],[421.59661975]
[0.4144898],[35.21084405],[11.1076099],[3.87290434],[3.30858916],[790.75834891],[627.83811318],[-162.92023573]
[0.42985471],[45.32241722],[5.66630223],[4.79974726],[0.11241921],[371.8278489],[529.84990285],[158.02205395]
[0.4941792],[35.34537504],[9.48126851],[4.96462809],[1.10163688],[1251.93727408],[822.18627745],[-429.75099662]
[0.34436843],[28.58018182],[8.35793906],[3.24044258],[2.64353615],[233.50121914],[266.55807642],[33.05685728]
[0.47914547],[38.58166663],[6.64542904],[2.43599361],[1.57805852],[266.06335007],[299.25921903],[33.19586897]
[0.58178757],[37.03264247],[8.00717129],[2.42945489],[2.05007303],[270.53541365],[419.11875738],[148.58334374]
[0.54416615],[29.2322716],[10.64442097],[4.39741122],[1.76371055],[599.39493302],[744.58316061],[145.18822759]
[0.4806974],[31.04076728],[11.05619058],[2.66350016],[4.54342164],[605.52860625],[439.40243885],[-166.1261674]
[0.41393948],[38.43877391],[6.92915841],[2.45832981],[2.02010936],[259.30133575],[271.03601963],[11.73468388]
[0.44590769],[31.36361518],[3.81976245],[3.09146199],[0.08520615],[208.91386357],[165.14724933],[-43.76661424]
[0.36562024],[29.92666127],[9.19814772],[4.27745837],[2.1314732],[299.3688041],[430.50149904],[131.13269494]
[0.44707895],[41.89019113],[4.5572539],[3.48219989],[0.1669018],[247.74370851],[297.20320521],[49.45949669]
[0.4994226],[27.59272235],[4.31474736],[3.60716169],[-0.0608458],[328.93293106],[214.47848136],[-114.4544497]
[0.56843646],[49.72424637],[6.37418373],[2.33868552],[1.23832276],[270.61755502],[421.3534358],[150.73588078]
[0.38902495],[37.12655895],[5.82550193],[2.86656923],[1.14018117],[210.19789038],[241.18924697],[30.99135659]
[0.54513177],[36.37355977],[11.02561999],[2.77235053],[3.86369373],[366.76163879],[606.09187739],[239.3302386]
[0.32704538],[35.71905945],[8.99046096],[2.01635962],[5.54877509],[228.56928435],[211.76685098],[-16.80243337]
[0.41791681],[37.41085996],[8.60440029],[3.98948464],[1.67816796],[538.83398522],[536.69176727],[-2.14221795]
[0.51611728],[30.53090725],[5.32676246],[3.28841244],[0.31892661],[230.71883147],[276.01820389],[45.29937241]
[0.33536604],[35.83972181],[8.13614995],[4.35661922],[1.7226299],[283.22074534],[426.04185311],[142.82110777]
[0.37420796],[47.72107826],[3.13134613],[4.1818477],[-0.17237642],[209.88323168],[233.84202199],[23.95879031]
[0.34032849],[44.29079996],[5.00958752],[3.10189388],[0.82324901],[220.59703173],[234.22903517],[13.63200345]
[0.39042676],[46.56098617],[3.63917521],[4.62988771],[-0.20443765],[224.47395211],[306.29165603],[81.81770392]
[0.33983617],[29.66732671],[11.71924485],[4.55133824],[3.75153154],[369.97802804],[537.75784053],[167.77981249]
[0.56939888],[34.66932715],[5.52906866],[4.56313972],[-0.2294985],[299.61703185],[498.0555342],[198.43850235]
[0.32493873],[25.4581468],[5.97378007],[2.28742795],[2.03947588],[167.51673369],[113.03811722],[-54.47861647]
[0.36741366],[43.80699534],[9.01386408],[2.9683392],[3.25673821],[298.91009595],[430.6488566],[131.73876065]
[0.45061032],[31.88162446],[5.980331],[4.9633745],[0.07865121],[620.84931769],[426.42616238],[-194.42315531]
[0.51874717],[32.1738226],[10.69327787],[3.18146743],[3.14512533],[390.99761362],[567.80176066],[176.80414705]
[0.31796136],[26.38683155],[7.87985989],[2.74896694],[3.06743292],[200.49084225],[181.7396161],[-18.75122615]
[0.38937206],[32.51772934],[3.86787688],[4.28465762],[-0.08040643],[188.76428056],[209.83298648],[21.06870593]
[0.4533161],[38.09644804],[3.59206312],[2.21993652],[0.32305918],[179.36818617],[137.71148147],[-41.6567047]
[0.46917749],[36.79830042],[10.73977892],[4.84150105],[1.86739532],[1265.54121629],[897.7187547],[-367.82246159]
[0.55550358],[26.10802174],[8.30388305],[4.14249129],[0.86186008],[433.4925553],[498.88868355],[65.39612825]
[0.36981072],[27.73562942],[9.55405651],[2.09038396],[5.45724044],[212.32271962],[204.84784015],[-7.47487947]
[0.43292526],[45.69275699],[11.97981619],[3.74219488],[3.93567722],[682.41414357],[886.82278216],[204.40863859]
[0.41027649],[37.90609665],[9.42108099],[3.39307903],[2.7178361],[472.43463043],[497.14194853],[24.70731809]
[0.34332893],[39.57353767],[3.15403683],[4.12912337],[-0.07206342],[185.89509812],[176.94565073],[-8.94944739]
[0.40224692],[40.36705844],[4.31173501],[4.64290157],[-0.09929225],[277.58728542],[325.05838353],[47.47109812]
[0.41266092],[38.49507122],[3.98744891],[3.9442654],[-0.03501476],[236.7038683],[249.83870929],[13.13484099]
[0.38888094],[42.34707488],[4.51822626],[2.32965109],[0.8192789],[196.7510286],[173.34005464],[-23.41097396]
[0.40373082],[48.07517735],[9.76779969],[3.31036815],[3.10077577],[452.75363091],[627.60419415],[174.85056323]
[0.3571292],[49.96383626],[11.0513896],[4.48898322],[3.16674629],[465.10182613],[885.20937654],[420.10755041]
[0.31483338],[38.66714671],[11.52733222],[4.43561428],[4.04331648],[381.76743155],[622.45144531],[240.68401376]
[0.55853398],[49.54941293],[6.53768816],[2.54645176],[1.16761232],[281.241807],[460.73135572],[179.48954872]
[0.32452957],[46.69274422],[4.84299009],[2.64226346],[1.04451006],[219.02082582],[193.90695008],[-25.11387574]
[0.44603097],[46.49864597],[3.30589735],[3.53384024],[-0.16534231],[214.92762336],[242.29340614],[27.36578278]
[0.32800449],[36.98601531],[6.05595258],[4.72445156],[0.68386652],[246.16748122],[347.09726932],[100.9297881]
[0.33066865],[31.11650555],[6.89079043],[4.78060728],[0.97249245],[253.89563513],[338.95024668],[85.05461155]
[0.46787849],[49.08963435],[4.23260186],[3.31313746],[0.08100911],[246.88647607],[322.08444514],[75.19796906]
[0.43429071],[36.5495516],[10.92154247],[4.18407867],[2.7182141],[891.77832897],[725.3479847],[-166.43034427]
[0.31842012],[47.32371087],[11.46464192],[2.82655418],[6.54443093],[372.20668875],[488.31167564],[116.1049869]
[0.53104364],[37.53914037],[5.01738748],[3.87025949],[-0.03519118],[251.27335697],[387.10810385],[135.83474688]
[0.5641839],[47.87676242],[5.72819462],[2.28387803],[0.96648236],[247.35507909],[353.37525685],[106.02017776]
[0.48888577],[25.1450428],[5.57307042],[2.03805992],[1.29821097],[227.36901315],[139.62759289],[-87.74142026]
[0.37805038],[49.83705428],[7.71239287],[3.29036517],[1.9376858],[312.61530643],[478.11821775],[165.50291131]
[0.49472143],[29.79609414],[11.0638444],[2.0310701],[6.0670586],[434.20864592],[331.24629727],[-102.96234864]
[0.48679994],[31.8489347],[7.9156668],[4.96365739],[0.54630448],[1113.1222212],[609.16470336],[-503.95751784]
[0.55012561],[33.94442925],[9.44179494],[3.38191516],[1.98507271],[378.01022936],[596.27643625],[218.26620689]
[0.36503112],[32.71874954],[3.38232532],[3.79489146],[-0.01724921],[172.85844801],[153.29970728],[-19.55874073]
[0.53569297],[25.06822333],[7.33804986],[3.42011371],[0.96862703],[310.08804799],[337.02390594],[26.93585795]
[0.35383634],[26.12510317],[4.71678989],[2.55793754],[0.9068237],[161.80822904],[111.53133744],[-50.2768916]
